IM_Dir	Directorate	IM_Dep	Department	Project Definition	Project Definition Description	WBS Element	WBS Element Description	Fund Source Desc	Major Fund	Original Budget	Adj Bug Aug	Motivation	Ward	Total Project Cost
A14	Safety & Security	A1406	Traffic Services	C14.14717	Acquisition & Upgrade - Atlantis	C14.14717-F1	Acquisition & Upgrade - Atlantis	1 EFF	EFF	4000000	4000000		32	4000000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C07.00713	Upgrade Melkbosstrand Fire Station	C07.00713-F1	Upgrade Melkbosstrand Fire Station	1 EFF	EFF	0	11989	Funding required for stabilising brackets for bay doors at Melkbos Fire Station to be completed as the sub contractor is insolvent/liquidated.	23	10390708.86
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14302	Furniture Fittings & Tools: Additional	C14.14302-F1	Furniture Fittings & Tools: Additional	1 EFF	EFF	400673	400673		201	400673.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14346	Replace communication equipment	C14.14346-F1	Replace communication equipment	1 EFF	EFF	600000	600000		201	600000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14348	Replace Fire Fighting Equipment	C14.14348-F1	Replace Fire Fighting Equipment	1 EFF	EFF	1600000	1600000		201	1600000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14350	Replace Fire Fighting Equipment	C14.14350-F1	Replace Fire Fighting Equipment	1 EFF	EFF	178135	178135		201	178135.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.00058	Replace Medical Equipment	C14.00058-F1	Replace Medical Equipment	1 EFF	EFF	400000	400000		201	400000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14000	Replace Hazmat Equipment	C14.14000-F1	Replace Hazmat Equipment	1 EFF	EFF	750000	750000		201	750000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14103	Replace Radios - IT Equipment	C14.14103-F1	Replace Radios - IT Equipment	1 EFF	EFF	730000	730000		201	730000.00
A14	Safety & Security	A1408	Fire and Rescue Services	C14.14315	Replacement of Fire Vehicles	C14.14315-F1	Replacement of Fire Vehicles	1 EFF	EFF	3000000	3000000		200	3000000.00
A14	Safety & Security	A1409	Disaster Risk Management	C10.14337	GEMC System Enhancement	C10.14337-F1	GEMC System Enhancement	1 EFF	EFF	315785	315785		201	619682.34
A14	Safety & Security	A1409	Disaster Risk Management	C10.14341	Wireless IT Connectivity	C10.14341-F1	Wireless IT Connectivity	1 EFF	EFF	58479	58479		201	114077.00
A14	Safety & Security	A1409	Disaster Risk Management	C10.14342	VOIP PABX Expansion	C10.14342-F1	VOIP PABX Expansion	1 EFF	EFF	315785	315785		200	630109.12
A14	Safety & Security	A1409	Disaster Risk Management	C14.14301	Furniture Fittings & Tools: Additional	C14.14301-F1	Furniture Fittings & Tools: Additional	1 EFF	EFF	94404	94404		201	94404.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.14319	DisMan Centre Additions/Alterations	C14.14319-F1	DisMan Centre Additions/Alterations	1 EFF	EFF	315785	315785		200	315785.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.14343	Laptops for field officers: Additional	C14.14343-F1	Laptops for field officers: Additional	1 EFF	EFF	116958	116958		201	116958.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.14344	Replacement of Furniture and Fittings	C14.14344-F1	Replacement of Furniture and Fittings	1 EFF	EFF	46783	46783		201	46783.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.00049	Furniture and Equipment	C14.00049-F1	Furniture and Equipment	1 EFF	EFF	300000	300000		201	300000.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.00059	IT Related equipment	C14.00059-F1	IT Related equipment	1 EFF	EFF	370000	370000		201	370000.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.00060	DRM Vehicles (Volunteers)	C14.00060-F1	DRM Vehicles (Volunteers)	1 EFF	EFF	750000	750000		200	750000.00
A14	Safety & Security	A1409	Disaster Risk Management	C14.00080	Integrated Contact Centre	C14.00080-F1	Integrated Emergency Contact Centre	1 EFF	EFF	30000000	30000000		201	59500000.00
A14	Safety & Security	A1410	Public Emergency Call Centre-107	C14.14303	Furniture Fittings & Tools: Additional	C14.14303-F1	Furniture Fittings & Tools: Additional	1 EFF	EFF	126194	126194		201	126194.00
A14	Safety & Security	A1410	Public Emergency Call Centre-107	C14.14305	System Enhancement - Incident Processing	C14.14305-F1	System Enhancement - Incident Processing	1 EFF	EFF	221050	221050		201	221050.00
A14	Safety & Security	A1410	Public Emergency Call Centre-107	C14.14306	Upgrade Communication Systems	C14.14306-F1	Upgrade Communication Systems	1 EFF	EFF	129822	129822		201	129822.00
A14	Safety & Security	A1410	Public Emergency Call Centre-107	C14.14307	IT Related equipment	C14.14307-F1	IT Related Equipment	1 EFF	EFF	750000	750000		201	750000.00
A14	Safety & Security	A1410	Public Emergency Call Centre-107	C14.14308	Vehicles	C14.14308-F1	Vehicles	1 EFF	EFF	400000	400000		201	400000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C12.15201	Computer Equipment - Additional	C12.15201-F1	Computer Equipment - Additional	1 EFF	EFF	1050000	1050000		201	1050000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C12.15202	Furniture & Fittings - Additional	C12.15202-F1	Furniture & Fittings - Additional	1 EFF	EFF	600000	600000		201	600000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C12.15203	Trunking Radios - Additional	C12.15203-F1	Trunking Radios - Additional	1 EFF	EFF	50000	50000		201	50000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C13.15206	Computer Equipment - Replacement	C13.15206-F1	Computer Equipment - Replacement	1 EFF	EFF	450000	450000		201	450000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C13.15207	Furniture & Fittings - Replacement	C13.15207-F1	Furniture & Fittings - Replacement	1 EFF	EFF	400000	400000		201	400000.00
A15	Human Settlements	A1502	Strategic Support Services & Administration	C14.15299	Housing contingency - Insurance	C14.15299-F1	Housing contingency - Insurance	2 REVENUE: INSURANCE	REVENUE	500000	500000		201	500000.00
A15	Human Settlements	A1503	HS Strategy & Planning	C14.15601	Land Acquisition	C14.15601-F2	Land Acquisition (USDG)	4 NT USDG	CGD	0	52645000	Land acquisitions for future housing developments to be funded ex USDG.	200	52645000.00
A15	Human Settlements	A1503	HS Strategy & Planning	C14.15111	Furniture & Equipment - NHP - Additional	C14.15111-F1	Furniture & Equipment - NHP - Additional	4 STATE DEPT: OTHER	CGD	100000	100000		201	100000.00
A15	Human Settlements	A1503	HS Strategy & Planning	C14.15112	Renovations of Offices - NHP	C14.15112-F1	Renovations of Offices - NHP	4 STATE DEPT: OTHER	CGD	100000	100000		201	100000.00
A15	Human Settlements	A1503	HS Strategy & Planning	C14.15601	Land Acquisition	C14.15601-F1	Land Acquisition (HDF)	3 HOUSE DEV CPT FND	CRR	20000000	0	Budget to be removed as land acquisitions will be funded ex  grant funding (USDG) see C14.15601-F2:Land Acquisition (USDG).	200	52645000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15401	Major Upgrading of Offices	C11.15401-F1	Major Upgrading of Offices	1 EFF	EFF	0	256862	"Contractor commenced with the upgrading of the Parow Park Office later than anticipated,  resulting in the work not being completed by 30 June 2013. Contractor in the process of completing the project."	201	256862.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C13.15423	Construction of lighting - Khikhi hostel	C13.15423-F2	Construction of lighting @ Khikhi hostel	3 CRR:WardAllocation	CRR	0	200000	Change of fund source. Project currently planned in conjunction with Public Lighting. Sub Council 15 has agreed that budget be rolled-over to the 2013/2014 financial year.	42	200000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C13.15431	Lighting at Khikhi Hostels	C13.15431-F1	Lighting at Khikhi Hostels	3 CRR:WardAllocation	CRR	0	180000	Delays due to the completion of design work and obtaining of way-leaves required. Project currently planned in conjunction with Public Lighting department.	42	180000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C13.15432	Hard Surface Sandy Areas: Ward 52	C13.15432-F2	Hard Surface Sandy Areas: Ward 52	3 CRR:MayoralRedress	CRR	0	934467	Delay in finalisation of design work that took longer than anticipated. Roads annual tender to be utilised for hard surfacing.	52	1000000.41
A15	Human Settlements	A1504	Public Housing and Customer Services	C10.15430	Manenberg CRU Project (1584 units)	C10.15430-F1	Manenberg CRU Project (1584 units)	4 PROV HOUSE DEV BRD	CGD	100543571	100543571		42	252474139.22
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15418	Langa Hostels CRU Project (463 units)	C11.15418-F1	Langa Hostels CRU Project (463 units)	4 NT USDG	CGD	5940500	5940500		51	155341669.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C10.15433	Hanover Park CRU Project (1680 units)	C10.15433-F1	Hanover Park CRU Project (1680 units)	4 PROV HOUSE DEV BRD	CGD	61027882	61027882		47	242923011.05
A15	Human Settlements	A1504	Public Housing and Customer Services	C10.15434	Heideveld CRU Project (864 units)	C10.15434-F1	Heideveld CRU Project (864 units)	4 PROV HOUSE DEV BRD	CGD	30912125	30912125		44	125638510.03
A15	Human Settlements	A1504	Public Housing and Customer Services	C10.15435	Marble Flats CRU Project (688 units)	C10.15435-F1	Marble Flats CRU Project (688 units)	4 PROV HOUSE DEV BRD	CGD	31614434	31614434		66	107302532.09
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15439	Brick Skin Walls - Housing Flats	C11.15439-F1	Brick Skin Walls - Housing Flats	3 HOUSE DEV CPT FND	CRR	34825000	34825000		200	40808423.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15445	Manenberg SEFP & USDG Project	C11.15445-F1	Manenberg SEFP Project	4 PROV HOUSE DEV BRD	CGD	6887480	6887480		42	28142950.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15448	Hanover Park SEFP & USDG Project	C11.15448-F1	Hanover Park SEFP Project	4 PROV HOUSE DEV BRD	CGD	4071712	4071712		47	29483932.36
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15448	Hanover Park SEFP & USDG Project	C11.15448-F2	Hanover Park USDG Project	4 NT USDG	CGD	5528958	5528958		47	29483932.36
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15449	Heideveld SEFP & USDG Project	C11.15449-F1	Heideveld SEFP Project	4 PROV HOUSE DEV BRD	CGD	1167695	1167695		44	11711485.53
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15449	Heideveld SEFP & USDG Project	C11.15449-F2	Heideveld USDG Project	4 NT USDG	CGD	2808775	2808775		44	11711485.53
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15450	Marble Flats SEFP & USDG Project	C11.15450-F1	Marble Flats SEFP Project	4 PROV HOUSE DEV BRD	CGD	1815528	1815528		66	9400927.88
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15450	Marble Flats SEFP & USDG Project	C11.15450-F2	Marble Flats USDG Project	4 NT USDG	CGD	1315770	1315770		66	9400927.88
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15445	Manenberg SEFP & USDG Project	C11.15445-F2	Manenberg USDG Project	4 NT USDG	CGD	5646540	5646540		42	28142950.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15401	Renovations of Offices	C12.15401-F1	Renovations of Offices	1 EFF	EFF	7000000	7000000		200	7000000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15402	Major Upgrading of Depots	C12.15402-F1	Major Upgrading of Depots	1 EFF	EFF	300000	300000		200	300000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15403	Plant & Equipment - Additional	C12.15403-F1	Plant & Equipment - Additional	1 EFF	EFF	50000	50000		201	50000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15404	Land Acquisition - Buy Back	C12.15404-F1	Land Acquisition - Buy Back	3 HOUSE DEV CPT FND	CRR	150000	150000		200	150000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15405	Major Upgrading - Rental Units	C12.15405-F1	Major Upgrading - Rental Units (EFF)	1 EFF	EFF	5000000	5000000		200	5000000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15406	Major Upgrading - Rental Units (HDF)	C12.15406-F1	Major Upgrading - Rental Units (HDF)	3 HOUSE DEV CPT FND	CRR	6000000	6000000		200	6000000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15418	Langa Hostels CRU Project (463 units)	C11.15418-F2	Langa Hostels CRU Project (463 units)	4 PROV HOUSE DEV BRD	CGD	63266186	32860000	Budget adjusted in line with revised project timeframes and funding allocation.	51	155341669.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C12.15425	Brick Skin Walls - Marble Flats	C12.15425-F1	Brick Skin Walls - Marble Flats	3 HOUSE DEV CPT FND	CRR	6978080	6978080		66	25670797.59
A15	Human Settlements	A1504	Public Housing and Customer Services	C11.15418	Langa Hostels CRU Project (463 units)	C11.15418-F3	Langa Hostels CRU Project (463 units)	3 HOUSE DEV CPT FND	CRR	17999854	17999854		51	155341669.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15401	Install a wheel chair ramp Uitsig	C14.15401-F1	Install a wheel chair ramp Uitsig	3 CRR:WardAllocation	CRR	10000	10000		25	10000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15402	Upgrading of Drie Susters Uitsig	C14.15402-F1	Upgrading of Drie Susters Uitsig	3 CRR:WardAllocation	CRR	250000	250000		25	250000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15403	Upgrading: bathroom/kitchen Ward 30	C14.15403-F1	Upgrading: bathroom/kitchen Ward 30	3 CRR:WardAllocation	CRR	200000	200000		30	200000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15404	Upgrading of Flats in Ward 9	C14.15404-F1	Upgrading of Flats in Ward 9	3 CRR:WardAllocation	CRR	100000	100000		9	100000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15411	Upgrade Reading Room - Ward 13	C14.15411-F1	Upgrade Reading Room - Ward 13	3 CRR:WardAllocation	CRR	50000	50000		13	50000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15412	Upgrade Flats - Clarke's Estate	C14.15412-F1	Upgrade Flats - Clarke's Estate	3 CRR:WardAllocation	CRR	150000	150000		24	150000.00
A15	Human Settlements	A1504	Public Housing and Customer Services	C14.15413	Installation of IT equipment & security	C14.15413-F1	Installation of IT equipment & security	3 CRR:WardAllocation	CRR	45000	45000		50	45000.00
A15	Human Settlements	A1505	HS Development & Delivery	C06.42371	10 Ha  Somerset West Housing Project	C06.42371-F3	10 Ha Somerset West Hsg Project	4 NT USDG	CGD	0	3600000	Budget adjusted in line with revised project timeframes and funding allocation.	15	7774902.11
A15	Human Settlements	A1505	HS Development & Delivery	C07.00437	Hazendal Housing Project	C07.00437-F1	Hazendal Housing Project	4 PROV HOUSE DEV BRD	CGD	0	1170000	Budget adjusted in line with revised project timeframes and funding allocation.	49	4524273.67
A15	Human Settlements	A1505	HS Development & Delivery	C07.00437	Hazendal Housing Project	C07.00437-F2	Hazendal Housing Project	4 NT USDG	CGD	0	900000	Budget adjusted in line with revised project timeframes and funding allocation.	49	4524273.67
A15	Human Settlements	A1505	HS Development & Delivery	C09.15515	Gugulethu Infill Project Erf 8448/MauMau	C09.15515-F1	Gugulethu Infill Project Erf 8448/MauMau	4 NT USDG	CGD	0	12000000	Budget adjusted in line with revised project timeframes and funding allocation.	38	12665477.47
A15	Human Settlements	A1505	HS Development & Delivery	C10.15510	Heideveld Duinefontein Housing Project	C10.15510-F2	Heideveld Duinefontein Housing Project	4 NT USDG	CGD	0	1540500	Budget adjusted in line with revised project timeframes and funding allocation.	44	15291789.81
A15	Human Settlements	A1505	HS Development & Delivery	C12.15510	Morningstar Durbanville Housing Project	C12.15510-F1	Morningstar Durbanville Housing Project	4 NT USDG	CGD	0	2500000	Budget adjusted in line with revised project timeframes and funding allocation.	103	2500000.00
A15	Human Settlements	A1505	HS Development & Delivery	C09.15513	Sir Lowry's Pass Village - 220 Units	C09.15513-F1	Sir Lowry's Pass Village - 220 Units	4 NT USDG	CGD	4963110	4900000	Budget adjusted in line with revised project timeframes and funding allocation.	100	8719943.01
A15	Human Settlements	A1505	HS Development & Delivery	C10.15509	Hangberg CRU 70 Units	C10.15509-F1	Hangberg CRU 70 Units (USDG)	4 NT USDG	CGD	1000000	10000000	Budget adjusted in line with revised project timeframes and funding allocation.	74	40585625.00
A15	Human Settlements	A1505	HS Development & Delivery	C12.15502	BNG: Housing Developments	C12.15502-F1	BNG: Housing Developments	1 EFF	EFF	6008119	6008119		200	6008119.00
A15	Human Settlements	A1505	HS Development & Delivery	C12.15506	Edward Street: Grassy Park Development	C12.15506-F1	Edward Street: Grassy Park Development	4 NT USDG	CGD	2000000	1500000	Budget adjusted in line with revised project timeframes and funding allocation.	66	1590000.00
A15	Human Settlements	A1505	HS Development & Delivery	C12.15507	Pelican Park Phase 1 Housing Project	C12.15507-F1	Pelican Park Phase 1 Housing Project	4 NT USDG	CGD	7759506	7759506		67	62835562.73
A15	Human Settlements	A1505	HS Development & Delivery	C06.30881	Wallacedene Phase 10A (PLS)	C06.30881-F2	Wallacedene Phase 10A (PLS)	4 NT USDG	CGD	10000000	10000000		6	17557346.02
A15	Human Settlements	A1505	HS Development & Delivery	C06.41500	Witsand Housing Project Phase 2 Atlantis	C06.41500-F2	Witsand Housing Project Phase 2 Atlantis	4 NT USDG	CGD	2000000	2000000		32	40183622.23
A15	Human Settlements	A1505	HS Development & Delivery	C06.41502	Nyanga Upgrading Project(PLF&UISP)	C06.41502-F2	Nyanga Upgrading Project(PLF&UISP)	4 NT USDG	CGD	5500000	10500000	Budget adjusted in line with revised project timeframes and funding allocation.	39	37101835.92
A15	Human Settlements	A1505	HS Development & Delivery	C06.41518	Belhar/Pentech Housing Proj: 350 Units	C06.41518-F2	Belhar/Pentech Housing Proj: 350 Units	4 NT USDG	CGD	9280000	5000000	Budget adjusted in line with revised project timeframes and funding allocation.	12	5000000.00
A15	Human Settlements	A1505	HS Development & Delivery	C06.41531	Manenberg The Downs : Housing Project	C06.41531-F2	Manenberg The Downs : Housing Project	4 NT USDG	CGD	10166000	10000000	Budget adjusted in line with revised project timeframes and funding allocation.	42	11301835.66
A15	Human Settlements	A1505	HS Development & Delivery	C06.41540	Bardale / Fairdale:Develop4000Units	C06.41540-F2	Bardale / Fairdale:Develop4000Units	4 NT USDG	CGD	28000000	39000000	Budget adjusted in line with revised project timeframes and funding allocation.	108	154928796.96
A15	Human Settlements	A1505	HS Development & Delivery	C06.41568	Happy Valley Phase 2 - 1460 Units	C06.41568-F2	Happy Valley Phase 2 - 1460 Units	4 NT USDG	CGD	6120000	6120000		14	55516016.04
A15	Human Settlements	A1505	HS Development & Delivery	C07.00027	Wallacedene Phase 10B (UISP)	C07.00027-F2	Wallacedene Phase 10B (UISP)	4 NT USDG	CGD	3800000	3800000		6	4179639.77
A15	Human Settlements	A1505	HS Development & Delivery	C08.15508	Delft - The Hague Housing Project	C08.15508-F2	Delft - The Hague Housing Project	4 NT USDG	CGD	20000000	12000000	Budget adjusted in line with revised project timeframes and funding allocation.	13	55028250.53
A15	Human Settlements	A1505	HS Development & Delivery	C08.15509	Kanonkop (Atlantis Ext12)Housing Project	C08.15509-F2	Kanonkop (Atlantis Ext12)Housing Project	4 NT USDG	CGD	4000000	500000	Budget adjusted in line with revised project timeframes and funding allocation.	29	25884276.28
A15	Human Settlements	A1505	HS Development & Delivery	C11.15505	Scottsdene New CRU Project - 350 Units	C11.15505-F2	Scottsdene New CRU Project - 350 Units	4 PROV HOUSE DEV BRD	CGD	8081830	8081830		7	71601390.17
A15	Human Settlements	A1505	HS Development & Delivery	C10.15509	Hangberg CRU 70 Units	C10.15509-F2	Hangberg CRU 70 Units	4 PROV HOUSE DEV BRD	CGD	10000000	12000000	Budget adjusted in line with revised project timeframes and funding allocation.	74	40585625.00
A15	Human Settlements	A1505	HS Development & Delivery	C13.15503	URP Khayelitsha CBD Project - 402 Units	C13.15503-F1	URP Khayelitsha CBD Project - 402 Units	4 NT USDG	CGD	0	2200347	Budget adjusted in line with revised project timeframes and funding allocation.	94	8492913.54
A15	Human Settlements	A1505	HS Development & Delivery	C13.15507	Morgans Village B5/B6 (Harmony Village)	C13.15507-F1	Morgans Village B5/B6 (Harmony Village)	4 NT USDG	CGD	5800000	5800000		75	21780497.33
A15	Human Settlements	A1505	HS Development & Delivery	C06.01622	Rondevlei Housing Project	C06.01622-F2	Rondevlei Housing Project	4 NT USDG	CGD	0	270000	Budget adjusted in line with revised project timeframes and funding allocation.	110	4847741.55
A15	Human Settlements	A1505	HS Development & Delivery	C06.41520	Phillipi East 5 Housing Project	C06.41520-F1	Philippi East 5 Housing Project	4 PROV HOUSE DEV BRD	CGD	0	160000	Budget adjusted in line with revised project timeframes and funding allocation.	35	5735494.54
A15	Human Settlements	A1505	HS Development & Delivery	C06.41570	Ocean View (Mountain View)  Housing Proj	C06.41570-F2	Ocean View - Mountain View Hsg Project	4 NT USDG	CGD	0	315000	Budget adjusted in line with revised project timeframes and funding allocation.	61	23608455.12
A15	Human Settlements	A1510	HS Urbanisation	C13.15710	"Concrete washing basins, Informal Areas"	C13.15710-F2	"Concrete washing basins, Informal Areas"	3 CRR:WardAllocation	CRR	0	86000	Change of fund source. Contractor unable to complete construction by end of the 2013 financial year. Project to be completed in the 1st quarter of the 2013/2014 financial year.	85	88700.00
A15	Human Settlements	A1510	HS Urbanisation	C13.15701	Inform. Hsg - Upgrade on Council Land	C13.15701-F1	Inform. Hsg - Upgrade on Council Land	3 SOC DEV CPT FUND:G	CRR	2000000	2000000		200	2000000.00
A15	Human Settlements	A1510	HS Urbanisation	C14.15101	Urbanisation: Backyards/Infrm Settl Upgr	C14.15101-F1	Urbanisation: Backyards/Infrm Settl Upgr	4 NT USDG	CGD	37835513	36462361	Budget adjusted in line with revised project timeframes and funding allocation.	200	36462361.00
A15	Human Settlements	A1510	HS Urbanisation	C13.15703	Hazeldean Housing Project Services	C13.15703-F1	Hazeldean Housing Project Services	4 NT USDG	CGD	9500000	9500000		80	9500000.00
A15	Human Settlements	A1510	HS Urbanisation	C13.15705	Vissershok (Site Establishment)	C13.15705-F1	Vissershok (Site Establishment)	4 NT USDG	CGD	8175000	10000000	Budget adjusted in line with revised project timeframes and funding allocation.	104	10298321.00
A18	"Economic, Environment & Spatial Planning"	A1801	EESP Management	C14.18499	EESP Contingency Provision - Insurance	C14.18499-F1	EESP Contingency Provision - Insurance	2 REVENUE: INSURANCE	REVENUE	100000	100000		201	100000.00
A18	"Economic, Environment & Spatial Planning"	A1801	EESP Management	C14.18101	Computer Equipment: Additional	C14.18101-F1	Computer Equipment: Additional	1 EFF	EFF	56828	56828		201	56828.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18305	Gardens Skatepark	C14.18305-F1	Gardens skatepark	1 EFF	EFF	0	3224457	"Funds required for construction of Gardens skate park - Tender 211Q R2,756 082 and R 468 375 for consulting fees to undertake the construction monitoring and control. R 3 224 457 to be transferred from transferred from C14.18306-F1: Local Area Priority Initiatives :Du Noon."	77	3224457.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18307	Imizamo Yethu Sporting Precinct: Upgrade	C14.18307-F1	Imizamu Yethu Sporting Precinct: Upgrade	1 EFF	EFF	0	1800000	R 1.5 million required for the upgrade and R 300 000 for payment of consultants fees for Imizamo Yethu Sporting Precinct.	74	1800000.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18308	Strand Pavillion Precinct Upgrade	C14.18308-F1	Strand Pavillion Precinct Upgrade	1 EFF	EFF	0	2374433	R2 million required for upgrade of Strand Pavilion Precint as well as R 374 433 for consultants to commence Phase 2 tender specifications and construction monitoring.	201	2374433.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18309	Office Accomodatiion	C14.18309-F1	Office Accomodation	1 EFF	EFF	0	2417271	Renovations of existing office space to accommodate additional staff appointments.	201	2417271.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18310	Valhalla Park Family Recreation Centre	C14.18310-F1	Valhalla Park Family Recreation Centre	1 EFF	EFF	0	2000000	Contract 389Q/2011/12 is implemented over two financial periods where public space upgrade is integrated with sports and recreation development of a facility recreation centre.	30	2000000.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18311	Replacement of Computer Equipment	C14.18311-F1	Replacement of Furniture and equipment	1 EFF	EFF	0	200000	Furniture and equipment required for new staff appointments.	201	200000.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C13.18300	Replacement of Computer Equipment	C13.18300-F1	Replacement of Computer Equipment	1 EFF	EFF	150000	250000	Computer equipment required for new staff appointments. R 100 000 to be transferred from C14.18306-F1: Local Area Priority Initiatives :Du Noon.	201	250000.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18302	Public Spaces Inf Settlement Upgrade	C14.18302-F1	Public Spaces Inf Settlement Upgrade	1 EFF	EFF	2631579	3017694	Additional funding requested to complete work on Hanover Park and Scottsdene projects which were not completed in 2012/13 financial year. Funds to be transferred from  C14.18306-F1: Local Area Priority Initiatives :Du Noon. R 386 115 to be transferred from C14.18306-F1: Local Area Priority Initiatives :Du Noon.	201	3017694.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18303	Quality Public Spaces - Citywide	C14.18303-F1	Quality Public Spaces - Citywide	4 NT USDG	CGD	3000000	1500000	Project detail design and implementation programme to be aligned to accommodate a major PRASA development adjacent to the site of works resulting in a decrease of funding required.	200	1500000.00
A18	"Economic, Environment & Spatial Planning"	A1803	Spatial Planning and Urban Design	C14.18306	Local Area Priority Initiatives [LAPIs]	C14.18306-F1	Local Area Priority Initiatives [LAPIs]	1 EFF	EFF	14683492	2181216	"Bulk project unpacked into various projects and funds to be transferred as follows: R 100 000 to  C13.18300-F1:Replacement of Computer Equipment, R 386 115 to C14.18302-F1:Public Spaces Inf Settlement Upgrade, R 3 224 457 to C14.18305-F1:Gardens Skate park, R 1.8 million to C14.18307-F1:  Imizamo Yethu Sporting Precinct: Public Space Upgrade, R 2 374 433 to C14.18308-F1:Strand Pavilion Precinct Upgrade, R 2 417 271 to C14.18309-F1: Office Accommodation, R 2 million to C14.18310-F1: Valhalla Park Family Recreation Centre, R 200 000 to C14.18311-F1:Furniture and Equipment."	200	2181216.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C14.18428	Green Point Common EE Centre Upgrade	C14.18428-F1	Green Point Common EE Centre Upgrade	1 EFF	EFF	0	60000	The department has taken over an ageing former scout hall building on Green Point Common and it has been converted into an environmental education centre. Capital improvements to the building are required in order to make it suitable for its new purpose 60 000 to be transferred from C12.18407-F1: Local Agenda 21 Capital Projects.	54	60000.00
A18	"Economic, Environment & Spatial Planning"	A1804	Environmental Resource Management	C14.18429	Poster Pillars	C14.18429-F1	Poster Pillars	1 EFF	EFF	0	60000	"A pilot project in the CBD and Main Rd southern suburbs, was rolled out several years ago, as a ‘free’ opportunity for citizens to paste event posters. The dual intention was also to discourage illegal pasting on nearby structures. The success of the pilot has resulted in the Goodwood/ Parow area sub-council also requesting some pillar opportunities. R 60 000 to be transferred from C12.18407-F1: Local Agenda 21 Capital Projects."	904	60000.00
